word,word,sig
alle,frei,8.16
eingesetzt,weil,8.16
die,hätte,8.15
jetzt,dass,8.15
Wetter,das,8.15
einzige,das,8.15
das,wiederholt,8.15
dass,jetzt,8.15
glaubt,die,8.15
Arbeit,gemacht,8.15
Tennis-Spielerin,das,8.15
mitspielen,der,8.15
das,Öl,8.15
die,glaubt,8.15
die,Behörden,8.15
Dafür,muss,8.15
Öl,das,8.15
muss,Dafür,8.15
das,gleichzeitig,8.15
Düsseldorf,die,8.15
das,Tennis-Spielerin,8.15
gleichzeitig,das,8.15
Behörden,die,8.15
der,mitspielen,8.15
das,Wetter,8.15
die,Düsseldorf,8.15
gemacht,Arbeit,8.15
das,einzige,8.15
wiederholt,das,8.15
hätte,die,8.15
USA,Die Regierung,8.14
mitmachen,einer,8.14
mitmachen,dann,8.14
Auch,Gauck,8.14
spannend,Das,8.14
Im,ersten,8.14
Demonstranten,auch,8.14
ich,„,8.14
dann,mitmachen,8.14
Die Regierung,USA,8.14
sagte,Moment,8.14
Moment,sagte,8.14
„,ich,8.14
Gauck,Auch,8.14
Kaiserslautern,gegen,8.14
gegen,Kaiserslautern,8.14
Das,spannend,8.14
einer,mitmachen,8.14
auch,Demonstranten,8.14
ersten,Im,8.14
:,unser,8.13
zahlen,Zum,8.13
Polizei,zwischen,8.13
:,Deutsch,8.13
gehalten,Am,8.13
:,Umfrage,8.13
konnte,Aber,8.13
arbeitet,als,8.13
Am,gehalten,8.13
Kritiker,:,8.13
:,wiederholt,8.13
Landes-Regierung,eine,8.13
Medien,:,8.13
eine,Landes-Regierung,8.13
Steffi,war,8.13
Zum,zahlen,8.13
wiederholt,:,8.13
einem,Mann,8.13
Tochter,war,8.13
Iran,Streit,8.13
:,Kritiker,8.13
Deutschland,erinnert,8.13
als,arbeitet,8.13
wurde,besten,8.13
eine,getestet,8.13
getestet,eine,8.13
Andere,dass,8.13
:,Medien,8.13
Mann,einem,8.13
besten,wurde,8.13
unser,:,8.13
erinnert,Deutschland,8.13
Bürgermeister,war,8.13
sind,so,8.13
:,Wahl-Lokale,8.13
war,Tochter,8.13
Wahl-Lokale,:,8.13
war,Steffi,8.13
stand,der,8.13
so,sind,8.13
Aber,konnte,8.13
mitmachen,der,8.13
dass,Andere,8.13
war,Bürgermeister,8.13
der,mitmachen,8.13
sind,Dabei,8.13
Dabei,sind,8.13
auf,wichtigste,8.13
Deutsch,:,8.13
Streit,Iran,8.13
Orten,Deutschland,8.13
damit,Steuern,8.13
der,stand,8.13
Deutschland,Orten,8.13
zwischen,Polizei,8.13
Umfrage,:,8.13
Steuern,damit,8.13
wichtigste,auf,8.13
sie,Ministerin,8.12
Gewalt,gab,8.12
ihrer,zu,8.12
etwas,ganz,8.12
gab,Sommer,8.12
zu,ihrer,8.12
Sommer,gab,8.12
Armee,von,8.12
König,von,8.12
Ministerin,sie,8.12
von,König,8.12
gab,Gewalt,8.12
ganz,etwas,8.12
von,Armee,8.12
Lettland,Land,8.11
Zukunft,wollen,8.11
Ja,zu,8.11
wurde,Krankenhaus,8.11
Auch,Politiker,8.11
Land,Lettland,8.11
kommen,ihnen,8.11
Regeln,Manche,8.11
ihnen,kommen,8.11
zu,Ja,8.11
Krankenhaus,wurde,8.11
Mann,und,8.11
Borussia,vom,8.11
Manche,Regeln,8.11
verraten,vor,8.11
vom,Borussia,8.11
Politiker,Auch,8.11
Sebastian Vettel,Der,8.11
wollen,Zukunft,8.11
dort,und,8.11
Der,Sebastian Vettel,8.11
und,dort,8.11
und,Mann,8.11
vor,verraten,8.11
jetzt,haben,8.1
für,sein,8.1
Zur,viele,8.1
viele,E-Mails,8.1
noch,Kroatien,8.1
ihm,vorher,8.1
war,lange,8.1
amerikanischen,”,8.1
gewählt,Im,8.1
haben,jetzt,8.1
Im,gewählt,8.1
Flugzeuge,Die,8.1
Kroatien,noch,8.1
dabei,Schauspieler,8.1
Die,Flugzeuge,8.1
sein,für,8.1
viele,Gegend,8.1
E-Mails,viele,8.1
viele,Zur,8.1
Gegend,viele,8.1
”,amerikanischen,8.1
vorher,ihm,8.1
Schauspieler,dabei,8.1
lange,war,8.1
können,Flüchtlinge,8.09
etwa,Menschen,8.09
Rechte,nicht,8.09
Flüchtlinge,können,8.09
Bundes-Regierung,neue,8.09
neue,Bundes-Regierung,8.09
So,nicht,8.09
geschafft,Verein,8.09
Menschen,etwa,8.09
nicht,So,8.09
Verein,geschafft,8.09
nicht,Rechte,8.09
Buch,”,8.08
Jahr,am,8.08
großes,Dort,8.08
Hoeneß,sein,8.08
sein,Hoeneß,8.08
am,Jahr,8.08
um,Bahnhof,8.08
Russland,die,8.08
Die Partei,will,8.08
Dort,großes,8.08
will,Die Partei,8.08
die,Russland,8.08
”,Buch,8.08
Bahnhof,um,8.08
:,Uli,8.07
gewinnen,aus,8.07
in dem,”,8.07
Russland,kritisiert,8.07
,,Frau,8.07
für,sehr viel,8.07
”,in dem,8.07
Uli,:,8.07
kritisiert,Russland,8.07
arbeiten,für,8.07
statt,immer,8.07
Verein,der,8.07
Politiker,sparen,8.07
sehr viel,für,8.07
immer,statt,8.07
zum Beispiel,Computer,8.07
Gesetze,zum Beispiel,8.07
für,arbeiten,8.07
kann,doch,8.07
Computer,zum Beispiel,8.07
der,Verein,8.07
zum Beispiel,Gesetze,8.07
aus,gewinnen,8.07
zum Beispiel,denen,8.07
sparen,Politiker,8.07
doch,kann,8.07
oft,Grund,8.07
Grund,oft,8.07
Frau,,,8.07
denen,zum Beispiel,8.07
sollen,genommen,8.06
Behinderung,eine,8.06
sollen,nächsten,8.06
der,am,8.06
Sprache,Beispiel,8.06
genommen,sollen,8.06
ermordet,dem,8.06
nächsten,sollen,8.06
am,der,8.06
dem,ermordet,8.06
eine,Behinderung,8.06
Beispiel,Sprache,8.06
ist,Umwelt,8.05
ist,Kiel,8.05
mit,Familie,8.05
hatte,schon,8.05
„,wurde,8.05
Kiel,ist,8.05
Familie,mit,8.05
schon,hatte,8.05
Umwelt,ist,8.05
gibt es,Sprache,8.05
Arsenal,zum,8.05
Geld,zu viel,8.05
wurde,„,8.05
ist,Name,8.05
Sprache,gibt es,8.05
Name,ist,8.05
zum,Arsenal,8.05
zu viel,Geld,8.05
Krankheit,bekommen,8.04
Viele,sehr gut,8.04
ich,nach,8.04
traurig,Viele,8.04
Wenn,einmal,8.04
denken,nicht,8.04
Viele,traurig,8.04
Er,für,8.04
nach,ich,8.04
2012,einer,8.04
einer,2012,8.04
bekommen,Krankheit,8.04
einmal,Wenn,8.04
etwas,darüber,8.04
nicht,denken,8.04
für,Er,8.04
sehr gut,Viele,8.04
darüber,etwas,8.04
Winter-Spiele,sind,8.03
sind,Mehr,8.03
Außerdem,viel,8.03
soll,ab,8.03
gelaufen,sind,8.03
Chefs,Firmen,8.03
Er,Moment,8.03
Mal,aus Deutschland,8.03
Moment,Er,8.03
aus Deutschland,Mal,8.03
Firmen,Chefs,8.03
sind,gelaufen,8.03
Dann,schreiben,8.03
kommt,welche,8.03
Mehr,sind,8.03
welche,kommt,8.03
besser,jetzt,8.03
sind,Insgesamt,8.03
Insgesamt,sind,8.03
ab,soll,8.03
jetzt,besser,8.03
sind,Winter-Spiele,8.03
viel,Außerdem,8.03
schreiben,Dann,8.03
viel mehr,,,8.02
von,League,8.02
getroffen,von,8.02
nicht mehr,seit,8.02
Bei,Sturm,8.02
,,viel mehr,8.02
man,Bisher,8.02
Trotzdem,viele,8.02
League,von,8.02
von,getroffen,8.02
Sturm,Bei,8.02
Journalisten,geschrieben,8.02
meint,,,8.02
Wolfsburg,sind,8.02
Bisher,man,8.02
,,meint,8.02
viele,Trotzdem,8.02
geschrieben,Journalisten,8.02
seit,nicht mehr,8.02
sind,Wolfsburg,8.02
auf die Straße,viele,8.02
viele,auf die Straße,8.02
meistens,Die,8.01
seine,über,8.01
Auf,gibt es,8.01
Männer,Mal,8.01
Deutschland,Finanz-Amt,8.01
Russland,Regierung,8.01
gibt es,Auf,8.01
Die,umgebracht,8.01
Mal,Männer,8.01
über,seine,8.01
gab,Wochen,8.01
Die,meistens,8.01
Wochen,gab,8.01
Finanz-Amt,Deutschland,8.01
Regierung,Russland,8.01
umgebracht,Die,8.01
den,an,8
vor,noch,8
an,den,8
ein,Richard,8
als,Politikerin,8
fahren,Jetzt,8
sich,erst,8
Politikerin,als,8
kann,das,8
gleich,ein,8
,,Arbeiter,8
Polizei,tun,8
ein,Deutscher,8
Staat,,,8
über,schreibt,8
über,Artikel,8
homo-sexuelle,über,8
Deutscher,ein,8
Richard,ein,8
schreibt,über,8
In,Ungarn,8
Die,Soldaten,8
das,kann,8
Jetzt,fahren,8
über,homo-sexuelle,8
tun,Polizei,8
noch,vor,8
ein,setzen,8
Artikel,über,8
als,zehn,8
erst,sich,8
Soldaten,Die,8
zehn,als,8
ein,Pakistan,8
Ungarn,In,8
Arbeiter,,,8
ein,gleich,8
,,Staat,8
setzen,ein,8
Pakistan,ein,8
nur,mitmachen,7.99
Hoffenheim,mit,7.99
Mal,seit,7.99
:,nur,7.99
verliehen,wird,7.99
nur,:,7.99
heraus,Aber,7.99
einigen,vor,7.99
Feuer,wird,7.99
Flughafen,wird,7.99
von,Team,7.99
von,Geschichten,7.99
Regierung,USA,7.99
wird,untersucht,7.99
sogar,wurde,7.99
kann,Ich,7.99
sind,Straßen,7.99
sind,Sturm,7.99
USA,Regierung,7.99
wird,klar,7.99
klar,wird,7.99
Joachim Gauck,von,7.99
mitmachen,nur,7.99
wird,verliehen,7.99
untersucht,wird,7.99
wird,Feuer,7.99
Straßen,sind,7.99
Ein,bleiben,7.99
bleiben,Ein,7.99
wird,Flughafen,7.99
Team,von,7.99
mit,Links-Partei,7.99
Aber,heraus,7.99
vor,einigen,7.99
Links-Partei,mit,7.99
von,Knochen,7.99
Knochen,von,7.99
mit,Hoffenheim,7.99
arbeiten,SPD,7.99
seit,Mal,7.99
Sturm,sind,7.99
Wulff,vor,7.99
wurde,sogar,7.99
wollen,schließen,7.99
vor,Wulff,7.99
von,Joachim Gauck,7.99
schließen,wollen,7.99
Geschichten,von,7.99
Ich,kann,7.99
SPD,arbeiten,7.99
Streit,allem,7.98
einem,Land,7.98
bekommen,,,7.98
Bahnhof,den,7.98
Politiker,gesprochen,7.98
Nach,1.,7.98
eine,Entscheidung,7.98
geeinigt,den,7.98
Beispiel,Ausland,7.98
gesprochen,Politiker,7.98
allem,Streit,7.98
Idee,eine,7.98
,,bekommen,7.98
Ausland,Beispiel,7.98
Land,einem,7.98
den,geeinigt,7.98
Entscheidung,eine,7.98
eine,Idee,7.98
den,Bahnhof,7.98
1.,Nach,7.98
werden,anders,7.97
eingesetzt,bei,7.97
bei,eingesetzt,7.97
machen,will,7.97
ihnen,dass,7.97
diese,alle,7.97
anders,werden,7.97
will,machen,7.97
dass,ihnen,7.97
seine,und,7.97
teuer,werden,7.97
über,Beispiel,7.97
dem Mars,es,7.97
bisher,nicht,7.97
es,je,7.97
durch,das,7.97
zum Beispiel,mehrere,7.97
was,darüber,7.97
man,Auf,7.97
je,es,7.97
werden,teuer,7.97
noch,Bis,7.97
darüber,was,7.97
Chef,Deutschen,7.97
es,dem Mars,7.97
mehrere,zum Beispiel,7.97
Auf,man,7.97
und,seine,7.97
nicht,bisher,7.97
Bis,noch,7.97
bis,Ende,7.97
Beispiel,über,7.97
Deutschen,Chef,7.97
Ende,bis,7.97
das,durch,7.97
alle,diese,7.97
Spiel,in dem,7.96
Es,also,7.96
2012,wurde,7.96
“,gewann,7.96
Das,keinen,7.96
wurde,2012,7.96
Darüber,lange,7.96
einem,Schumacher,7.96
Schumacher,einem,7.96
gewann,“,7.96
gleichen,bekommen,7.96
keinen,Das,7.96
Sport-Art,“,7.96
Es,kam,7.96
Das,Wort,7.96
in dem,Spiel,7.96
kam,Es,7.96
“,Microsoft,7.96
also,Es,7.96
bekommen,gleichen,7.96
Wort,Das,7.96
gemacht,ihrer,7.96
Microsoft,“,7.96
lange,Darüber,7.96
ihrer,gemacht,7.96
“,Sport-Art,7.96
der,zusammen arbeiten,7.95
viele,auf der ganzen Welt,7.95
Frauen,die,7.95
Fußball-Mannschaft,zu,7.95
zu,Fragen,7.95
jetzt,passiert,7.95
viele,wütend,7.95
die,Frauen,7.95
passiert,jetzt,7.95
auf der ganzen Welt,viele,7.95
wütend,viele,7.95
Fragen,zu,7.95
darf,Gericht,7.95
zusammen arbeiten,der,7.95
zu,Fußball-Mannschaft,7.95
Gericht,darf,7.95
Regierung,seine,7.95
seine,Regierung,7.95
Ausland,dem,7.94
dem,Festival,7.94
ungerecht,:,7.94
Lafontaine,:,7.94
Ort,dem,7.94
den,es,7.94
:,Lafontaine,7.94
dem,Streik,7.94
Erd-Beben,auf,7.94
Streik,dem,7.94
Moskau,von,7.94
Festival,dem,7.94
„,des,7.94
Vertrag,dem,7.94
des,„,7.94
dem,Ort,7.94
auf,russische,7.94
dem,Ausland,7.94
es,den,7.94
dem,Vertrag,7.94
In,leben,7.94
:,ungerecht,7.94
von,Moskau,7.94
auf,Erd-Beben,7.94
aus,Zypern,7.94
russische,auf,7.94
Zypern,aus,7.94
leben,In,7.94
gar nicht,,,7.93
mehr,nichts,7.93
,,gar nicht,7.93
,,Gesetze,7.93
herausgekommen,,,7.93
nichts,mehr,7.93
Gesetze,,,7.93
man,dann,7.93
gelten,,,7.93
Krebs,nicht,7.93
nicht,Krebs,7.93
,,gelten,7.93
Beispiel,dafür,7.93
dafür,Beispiel,7.93
sagen,darauf,7.93
Sie,sich,7.93
Gruppe,beste,7.93
,,herausgekommen,7.93
darauf,sagen,7.93
dann,man,7.93
beste,Gruppe,7.93
sich,Sie,7.93
Deutschland,wichtig,7.92
nicht,obwohl,7.92
haben,Nationen,7.92
Doktor-Arbeit,haben,7.92
nicht,man,7.92
haben,Doktor-Arbeit,7.92
man,nicht,7.92
verboten,Gericht,7.92
zwischen,vielen,7.92
3.,Am,7.92
obwohl,nicht,7.92
wichtig,Deutschland,7.92
einer,Paare,7.92
haben,Die Experten,7.92
Thomas,Deutschland,7.92
vielen,zwischen,7.92
auf einmal,nicht,7.92
gewonnen,Manchester,7.92
Paare,einer,7.92
Nationen,haben,7.92
Gericht,verboten,7.92
Die Experten,haben,7.92
nicht,auf einmal,7.92
tut,nicht,7.92
Manchester,gewonnen,7.92
Am,3.,7.92
erste,vielen,7.92
nicht,tut,7.92
Deutschland,Thomas,7.92
vielen,erste,7.92
von,Wanka,7.91
Notstand,Die,7.91
Die,Diebe,7.91
Jinping,von,7.91
dürfen,Zum,7.91
alte,noch,7.91
Die,NSU,7.91
Die,Vorwürfe,7.91
Die Partei,zusammen,7.91
von,Hugo Chavez,7.91
Globes,Die,7.91
Wort,kommen,7.91
München,Spiele,7.91
aus,mit,7.91
einladen,von,7.91
als,Steuern,7.91
Freundin,von,7.91
Hugo,von,7.91
Arbeitgeber,Die,7.91
gedopt,jetzt,7.91
Golden Globes,Die,7.91
NSU,Die,7.91
Die,Tennis-Spielerin,7.91
Telefon,von,7.91
Wanka,von,7.91
Kritiker,Die,7.91
Spiele,München,7.91
kaufen,ob,7.91
Steuern,als,7.91
kommen,Wort,7.91
ihre,Informationen,7.91
Diebe,Die,7.91
Vorwürfe,Die,7.91
Europäischen Union,Die,7.91
Xi,von,7.91
Johanna Wanka,von,7.91
von,Gast-Land,7.91
Hugo Chavez,von,7.91
Viktor,von,7.91
von,Die Welt,7.91
von,Viktor,7.91
Gast-Land,von,7.91
Die,Notstand,7.91
Die,Europäischen Union,7.91
mit,aus,7.91
dass,Mindest-Lohn,7.91
jetzt,gedopt,7.91
Mindest-Lohn,dass,7.91
von,Xi,7.91
Die,Kritiker,7.91
Rainer,von,7.91
von,Internet-Firma,7.91
von,Telefon,7.91
von,einladen,7.91
Zum,dürfen,7.91
von,Hugo,7.91
ob,kaufen,7.91
von,Argo,7.91
Die,Golden Globes,7.91
von,Rainer,7.91
Argo,von,7.91
Internet-Firma,von,7.91
noch,alte,7.91
Die Welt,von,7.91
von,Freundin,7.91
von,Jinping,7.91
Die,Arbeitgeber,7.91
Xi Jinping,von,7.91
Informationen,ihre,7.91
zusammen,Die Partei,7.91
von,Johanna Wanka,7.91
Tennis-Spielerin,Die,7.91
2000,von,7.91
von,Xi Jinping,7.91
Die,Globes,7.91
von,2000,7.91
bekommen,Rechte,7.9
Mal,war,7.9
er,Meinung,7.9
Ägypten,gehen,7.9
Welt-Kultur-Erbe,zum,7.9
gehen,Ägypten,7.9
dazu,zu,7.9
zum,Welt-Kultur-Erbe,7.9
seine,seinem,7.9
Geld,das,7.9
Rechte,bekommen,7.9
Gesetze,dass,7.9
war,Mal,7.9
das,Geld,7.9
machen,gute,7.9
Meinung,er,7.9
seinem,seine,7.9
zu,dazu,7.9
dass,Gesetze,7.9
gute,machen,7.9
den,Streik,7.89
Land,Dänemark,7.89
März,wieder,7.89
guten,Land,7.89
sehr,überwachen,7.89
Land,guten,7.89
überwachen,sehr,7.89
sehr,hohe,7.89
wieder,März,7.89
Land,geflohen,7.89
geflohen,Land,7.89
den,abgeben,7.89
Dänemark,Land,7.89
gibt es,neuen,7.89
hohe,sehr,7.89
Mal,Mannschaften,7.89
neuen,gibt es,7.89
abgeben,den,7.89
Mannschaften,Mal,7.89
Streik,den,7.89
deshalb,auch,7.88
auch,deshalb,7.88
dem,darum,7.88
dem,Chile,7.88
dem,Planeten,7.88
dem,Spielerin,7.88
dem,Nordrhein-Westfalen,7.88
Markt,dem,7.88
darum,dem,7.88
anders,Das,7.88
Einwanderer,dem,7.88
dem,Markt,7.88
dem,Bericht,7.88
Bericht,dem,7.88
Das,anders,7.88
Spielerin,dem,7.88
dem,Einwanderer,7.88
Nordrhein-Westfalen,dem,7.88
Chile,dem,7.88
Planeten,dem,7.88
weniger,damit,7.87
ist,seit,7.87
großes,gibt es,7.87
,,Zukunft,7.87
damit,weniger,7.87
Buch-Messe,am,7.87
zum Beispiel,.,7.87
Zukunft,,,7.87
es,Ägypten,7.87
seit,ist,7.87
am,Buch-Messe,7.87
.,zum Beispiel,7.87
Ägypten,es,7.87
gibt es,großes,7.87
21,Er,7.86
Jahre,dauert,7.86
dauert,Jahre,7.86
entscheidet,das,7.86
Borussia,2,7.86
Schauspielerin,will,7.86
das,entscheidet,7.86
2,Borussia,7.86
vom,weil,7.86
Paare,In,7.86
Zukunft,In,7.86
weil,vom,7.86
In,Paare,7.86
Er,21,7.86
In,Zukunft,7.86
will,Schauspielerin,7.86
schicken,sie,7.85
dass,zusammen,7.85
sie,reden,7.85
hat,ihn,7.85
sie,schicken,7.85
zusammen,dass,7.85
In,werden,7.85
nicht mehr,eingesetzt,7.85
reden,sie,7.85
gemacht,werden,7.85
Gefängnis,Eine,7.85
viel Geld,können,7.85
ihn,hat,7.85
können,viel Geld,7.85
werden,In,7.85
erzählt,sie,7.85
Eine,Gefängnis,7.85
eingesetzt,nicht mehr,7.85
werden,gemacht,7.85
sie,erzählt,7.85
Muslime,und,7.84
den,gesprungen,7.84
den,Musikern,7.84
und,Leverkusen,7.84
Ministern,den,7.84
den,Muslimen,7.84
dass,Vertrag,7.84
und,Behinderung,7.84
Behinderung,und,7.84
und,Muslime,7.84
Muslim-Bruderschaft,auch,7.84
2000,den,7.84
den,Ministern,7.84
Leverkusen,und,7.84
den,Giggs,7.84
auch,würden,7.84
den,Nahost-Konflikt,7.84
Auf,gezeigt,7.84
Vertrag,dass,7.84
würden,auch,7.84
Muslimen,den,7.84
den,2000,7.84
gesprungen,den,7.84
gezeigt,Auf,7.84
den,einsetzt,7.84
an,gegeneinander,7.84
Nahost-Konflikt,den,7.84
Giggs,den,7.84
auch,Muslim-Bruderschaft,7.84
Musikern,den,7.84
einsetzt,den,7.84
gegeneinander,an,7.84
:,kein,7.83
Gewalt,mit,7.83
Zeitschrift,der,7.83
der,Tennis-Spieler,7.83
Tennis-Spieler,der,7.83
der,gesammelt,7.83
Wirtschaft,der,7.83
mit,Gewalt,7.83
Beispiel,wo,7.83
Artikel,der,7.83
gesammelt,der,7.83
der,Artikel,7.83
wo,Beispiel,7.83
Berlin,findet,7.83
Beispiel,bekommen,7.83
der,Zeitschrift,7.83
bekommen,Beispiel,7.83
der,Wirtschaft,7.83
kein,:,7.83
findet,Berlin,7.83
deutsche,Soldaten,7.82
Musik,auch,7.82
Am,gestorben,7.82
gestorben,Am,7.82
glauben,immer,7.82
Soldaten,deutsche,7.82
dauert,3,7.82
meinen,:,7.82
verraten,:,7.82
auch,Musik,7.82
immer,glauben,7.82
:,meinen,7.82
:,verraten,7.82
3,dauert,7.82
können,welche,7.81
welche,können,7.81
Jeder,er,7.81
fertig,der,7.81
Verhandlungen,Regierung,7.81
Das,liegt,7.81
er,Jeder,7.81
Länder,alle,7.81
früher,wie,7.81
einige,haben,7.81
alle,Länder,7.81
der,fertig,7.81
wie,früher,7.81
versprochen,Regierung,7.81
liegt,Das,7.81
der,alten,7.81
alten,der,7.81
Regierung,versprochen,7.81
Regierung,Verhandlungen,7.81
Regierung,In,7.81
In,Regierung,7.81
haben,einige,7.81
verbessert,die,7.8
ein,Film,7.8
getroffen,Dort,7.8
die,Ehe,7.8
Ehe,die,7.8
Dort,getroffen,7.8
wurden,von,7.8
Franzosen,die,7.8
Shokalskiy,die,7.8
Beispiel,bei,7.8
und,USA,7.8
die,Franzosen,7.8
die,gestohlen,7.8
von,wurden,7.8
Frauen,deutschen,7.8
bei,Beispiel,7.8
Fußball-Weltmeisterschaft,die,7.8
für,geben,7.8
bisher,CDU,7.8
die,Gebärden-Sprache,7.8
Film,ein,7.8
USA,und,7.8
deutschen,Frauen,7.8
Gebärden-Sprache,die,7.8
die,achten,7.8
musste,Gericht,7.8
achten,die,7.8
CDU,bisher,7.8
geben,für,7.8
Gericht,musste,7.8
die,Shokalskiy,7.8
die,verbessert,7.8
die,Fußball-Weltmeisterschaft,7.8
gestohlen,die,7.8
Auf,steht,7.79
Die,in,7.79
Wahl,Bayern,7.79
steht,Auf,7.79
vom,gegangen,7.79
Chefs,Mit,7.79
nach,versuchen,7.79
gegangen,vom,7.79
Mannschaft,Spieler,7.79
versuchen,nach,7.79
in,Die,7.79
nach,Später,7.79
Bayern,Wahl,7.79
Später,nach,7.79
Spieler,Mannschaft,7.79
Mit,Chefs,7.79
darf,alles,7.78
einen,Neuer,7.78
bisher,viel,7.78
sagen,Ärzte,7.78
Ärzte,sagen,7.78
dürfen,arbeiten,7.78
gegen,Mursi,7.78
Mursi,gegen,7.78
arbeiten,dürfen,7.78
alles,darf,7.78
darf,eigentlich,7.78
eigentlich,darf,7.78
einen,Tunnel,7.78
getroffen,hat,7.78
hat,getroffen,7.78
viel,bisher,7.78
Tunnel,einen,7.78
Neuer,einen,7.78
USA,wichtigste,7.77
neuen,Sender,7.77
müssen,nun,7.77
Fragen,und,7.77
Wolfsburg,und,7.77
USA,Darin,7.77
gab,diesem,7.77
vor,angefangen,7.77
und,Fragen,7.77
gegeben,Vor,7.77
diesem,gab,7.77
Geheim-Dienst,Jetzt,7.77
Vor,fast,7.77
Kirche,besser,7.77
kritisiert,viele,7.77
diesem,alle,7.77
fast,Vor,7.77
Vor,gegeben,7.77
nun,müssen,7.77
viele,kritisiert,7.77
immer,habe,7.77
und,Wolfsburg,7.77
wichtigste,USA,7.77
besser,Kirche,7.77
Sender,neuen,7.77
alle,diesem,7.77
habe,immer,7.77
angefangen,vor,7.77
Darin,USA,7.77
Jetzt,Geheim-Dienst,7.77
gibt es,noch,7.76
und,Polizistin,7.76
und,schlechter,7.76
Stadt,Rom,7.76
noch,gibt es,7.76
ihre,verloren,7.76
Rom,Stadt,7.76
Zum,einen,7.76
gegessen,und,7.76
soll,solche,7.76
und,Durst,7.76
läuft,Stadt,7.76
verloren,ihre,7.76
Grimm,und,7.76
und,Grimm,7.76
und,Zelte,7.76
im,Punkte,7.76
Zelte,und,7.76
solche,soll,7.76
und,WDR,7.76
beobachten,und,7.76
Formel,Der,7.76
ZDF,soll,7.76
WDR,und,7.76
soll,ZDF,7.76
Polizistin,und,7.76
und,gegessen,7.76
soll,Doktor-Arbeit,7.76
eigenen,im,7.76
gegen,Islamisten,7.76
im,eigenen,7.76
anschauen,im,7.76
und,Partei-Chef,7.76
Doktor-Arbeit,soll,7.76
Durst,und,7.76
Stadt,läuft,7.76
im,anschauen,7.76
ZDF,im,7.76
Islamisten,gegen,7.76
Partei-Chef,und,7.76
Der,Formel,7.76
schlechter,und,7.76
im,ZDF,7.76
und,beobachten,7.76
einen,Zum,7.76
Punkte,im,7.76
bleiben,sie,7.75
andere,Viele,7.75
Flughafen,der,7.75
Mal,gezeigt,7.75
zum Beispiel,Wörter,7.75
der,Flughafen,7.75
es,schweren,7.75
Ländern,8,7.75
getroffen,Berlin,7.75
es,Kämpfe,7.75
schweren,es,7.75
besten,Der,7.75
8,Ländern,7.75
Geld,Beispiel,7.75
muss,Mindest-Lohn,7.75
sie,bleiben,7.75
ändern,muss,7.75
seit,Woche,7.75
mehr,keinen,7.75
gezeigt,Mal,7.75
Woche,seit,7.75
keinen,mehr,7.75
Wörter,zum Beispiel,7.75
Beispiel,Geld,7.75
drei,das,7.75
Berlin,getroffen,7.75
Der,besten,7.75
hoffen,es,7.75
muss,ändern,7.75
Mindest-Lohn,muss,7.75
es,hoffen,7.75
Kämpfe,es,7.75
das,drei,7.75
Viele,andere,7.75
klar,ist,7.74
dafür,wir,7.74
Russland,dagegen,7.74
mehr,Insgesamt,7.74
waren,gut,7.74
Er,bringt,7.74
Insgesamt,mehr,7.74
Ministerin,dass,7.74
Politiker,geeinigt,7.74
machen,Sie,7.74
gut,waren,7.74
dass,Ministerin,7.74
Sie,machen,7.74
ist,klar,7.74
sicher,ist,7.74
wir,dafür,7.74
Kopf,Er,7.74
dagegen,Russland,7.74
dass,Erdogan,7.74
Er,Kopf,7.74
ist,sicher,7.74
bringt,Er,7.74
Erdogan,dass,7.74
geeinigt,Politiker,7.74
denen,kann,7.73
viel,das ist,7.73
jetzt,ändern,7.73
Länder,zu,7.73
kann,denen,7.73
bezahlen,1.,7.73
wollten,dass,7.73
sie,verstehen,7.73
verstehen,sie,7.73
sie,erfahren,7.73
Computer,kann,7.73
das ist,viel,7.73
die,deutschen,7.73
ändern,jetzt,7.73
Chefin,sie,7.73
kann,Computer,7.73
zu,Länder,7.73
sie,Ehe,7.73
sie,Chefin,7.73
erfahren,sie,7.73
Ehe,sie,7.73
1.,bezahlen,7.73
deutschen,die,7.73
dass,wollten,7.73
bei,Amazon,7.72
sich,Welt-Meisterschaft,7.72
gemacht,Minister,7.72
Vor,eine,7.72
uns,sagte,7.72
eine,Vor,7.72
bei,allen,7.72
Minister,gemacht,7.72
allen,bei,7.72
Amazon,bei,7.72
Welt-Meisterschaft,sich,7.72
sagte,uns,7.72
Februar,gestorben,7.71
Menschen,wütend,7.71
gestorben,damals,7.71
versucht,Die,7.71
für,ganzes,7.71
damals,gestorben,7.71
Die,versucht,7.71
Vettel,schon,7.71
geplant,Die,7.71
ganzes,für,7.71
denken,Menschen,7.71
wütend,Menschen,7.71
sagt,Polizisten,7.71
schon,Vettel,7.71
Menschen,denken,7.71
Die,geplant,7.71
Bundestags-Wahl,Partei,7.71
Partei,Bundestags-Wahl,7.71
Lager,für,7.71
Die,Elefanten,7.71
Elefanten,Die,7.71
bekannt gegeben,für,7.71
gestorben,Februar,7.71
Museum,In,7.71
für,bekannt gegeben,7.71
für,Lager,7.71
Polizisten,sagt,7.71
In,Museum,7.71
Organisationen,haben,7.7
einmal,er,7.7
am,Das Spiel,7.7
Das Spiel,am,7.7
Italien,vorher,7.7
er,einmal,7.7
Die Regierung,wollte,7.7
aus,2.,7.7
Die Frauen,sich,7.7
ein,Thema,7.7
ein,das ist,7.7
