word,word,sig
wollte,Die Regierung,7.7
ganzes,sich,7.7
wem,sich,7.7
Thema,ein,7.7
Techniker,haben,7.7
wem,mit,7.7
sich,Arbeitslose,7.7
haben,soll er,7.7
das ist,ein,7.7
vorher,Italien,7.7
sich,wem,7.7
Süd-Afrika,Land,7.7
haben,Techniker,7.7
haben,Organisationen,7.7
haben,Die Frauen,7.7
Weil,ist,7.7
2.,aus,7.7
soll er,haben,7.7
Land,Süd-Afrika,7.7
Arbeitslose,sich,7.7
ist,Weil,7.7
Schüler,waren,7.7
Sie,was,7.7
sich,ganzes,7.7
was,Sie,7.7
sich,Die Frauen,7.7
waren,Schüler,7.7
Die Frauen,haben,7.7
mit,wem,7.7
gehen,ins,7.69
Minister,sind,7.69
darüber,Merkel,7.69
und,Linke,7.69
das,Gericht,7.69
Vettel,das,7.69
Merkel,darüber,7.69
ins,gehen,7.69
zwei,geschossen,7.69
aber,sagen,7.69
in,Großbritannien,7.69
Spiele,nächsten,7.69
wollen,tun,7.69
sagen,aber,7.69
Weil,gab,7.69
gab,Weil,7.69
tun,wollen,7.69
Großbritannien,in,7.69
geschossen,zwei,7.69
in,Moskau,7.69
sind,Minister,7.69
nächsten,Spiele,7.69
das,Vettel,7.69
Linke,und,7.69
Gericht,das,7.69
Moskau,in,7.69
war,Damals,7.68
Menschen,Dabei,7.68
Damals,war,7.68
Menschen,mehrere,7.68
“,Washington,7.68
Im,Spiel,7.68
seiner,in,7.68
Washington,“,7.68
in,seiner,7.68
Der Preis,“,7.68
eine,braucht,7.68
Spiel,Im,7.68
Dabei,Menschen,7.68
mehrere,Menschen,7.68
“,Der Preis,7.68
Doktor,“,7.68
“,Doktor,7.68
braucht,eine,7.68
Musik-Gruppe,”,7.67
regieren,Wenn,7.67
Berlin,über,7.67
weiter,Wenn,7.67
einem,Stadion,7.67
die,Bilder,7.67
Bilder,die,7.67
Stadion,einem,7.67
”,Linke,7.67
Wer,steht,7.67
Aber,können,7.67
können,Aber,7.67
Linke,”,7.67
das,Wissenschaftler,7.67
Wenn,weiter,7.67
das,bauen,7.67
Wissenschaftler,das,7.67
Wenn,regieren,7.67
”,Musik-Gruppe,7.67
bauen,das,7.67
steht,Wer,7.67
über,Berlin,7.67
Westen,aus,7.66
geschossen,Mannschaft,7.66
können,bald,7.66
sein,Indien,7.66
bald,können,7.66
eingesetzt,sein,7.66
aus,Organisationen,7.66
Experten,ob,7.66
Wasser,ins,7.66
sein,eingesetzt,7.66
früher,viel,7.66
ins,Wasser,7.66
Organisationen,aus,7.66
ob,Experten,7.66
viel,früher,7.66
Indien,sein,7.66
aus,Westen,7.66
Mannschaft,geschossen,7.66
kritisieren,Menschen,7.65
Menschen,warten,7.65
Jahr,Oktober,7.65
warten,Menschen,7.65
Oktober,Jahr,7.65
Menschen,kritisieren,7.65
viele,Medaillen,7.64
In,3.000,7.64
haben,Messe,7.64
Gustl,ein,7.64
ein,Gustl,7.64
Medaillen,viele,7.64
Toten,die,7.64
Messe,haben,7.64
stört,ein,7.64
die,um zu,7.64
ein,Klaus Kinski,7.64
die,steigen,7.64
Kirche,,,7.64
die,testen,7.64
die,Toten,7.64
um zu,die,7.64
Klaus Kinski,ein,7.64
Union,mit,7.64
Loch,ein,7.64
3.000,In,7.64
die,beobachten,7.64
Krimi,ein,7.64
Landes,die,7.64
die,Demokratie,7.64
In,Ehe,7.64
ein,stört,7.64
die,Landes,7.64
beobachten,die,7.64
steigen,die,7.64
ein,Krimi,7.64
ein,Loch,7.64
,,Kirche,7.64
Demokratie,die,7.64
testen,die,7.64
Ehe,In,7.64
mit,Union,7.64
Straßen,Viele,7.63
mehr,verdient,7.63
noch,Geschichte,7.63
reiche,mehr,7.63
hoffen,mehr,7.63
Frauen,fahren,7.63
Geschichte,noch,7.63
Wie,aber,7.63
mehr,hoffen,7.63
Die,beschlossen,7.63
aber,Wie,7.63
verdient,mehr,7.63
Grünen,dann,7.63
Arsenal,noch,7.63
noch,Arsenal,7.63
dann,Grünen,7.63
fahren,Frauen,7.63
400,mehr,7.63
beschlossen,Die,7.63
Viele,Straßen,7.63
mehr,reiche,7.63
mehr,400,7.63
Bayern,Borussia Dortmund,7.62
verloren,2.,7.62
eine,Wahl,7.62
Urlaub,er,7.62
er,Urlaub,7.62
fliegen,Deutschland,7.62
Borussia Dortmund,Bayern,7.62
Bayern,Fußball-Spieler,7.62
gab,Damals,7.62
Preis,keinen,7.62
Wahl,eine,7.62
als,CSU,7.62
Deutschland,fliegen,7.62
keinen,Preis,7.62
Fußball-Spieler,Bayern,7.62
Wahl,war,7.62
CSU,als,7.62
war,Wahl,7.62
Damals,gab,7.62
2.,verloren,7.62
300,von,7.61
sagt,besser,7.61
von,2006,7.61
Kanzlerin Merkel,von,7.61
2006,von,7.61
Richard Wagner,von,7.61
auch,Manchmal,7.61
von,Lieder,7.61
wollte,,,7.61
arbeiten,Forscher,7.61
von,300,7.61
von,Kanzlerin Merkel,7.61
Manchmal,auch,7.61
Parteien,ob,7.61
CDU,,,7.61
,,wollte,7.61
besser,sagt,7.61
von,Richard Wagner,7.61
,,CDU,7.61
Forscher,arbeiten,7.61
Lieder,von,7.61
ob,Parteien,7.61
so,Krebs,7.6
Jahren,Mal,7.6
–,so,7.6
am,Flugzeuge,7.6
amerikanischen,bekommen,7.6
Mal,Jahren,7.6
bekommen,Hilfe,7.6
so,–,7.6
schon,deutsche,7.6
Krebs,so,7.6
niemand,so,7.6
Hilfe,bekommen,7.6
deutsche,schon,7.6
so,niemand,7.6
bekommen,amerikanischen,7.6
Flugzeuge,am,7.6
angenommen,hat,7.59
sie,Darum,7.59
hat,Mo Yan,7.59
Geheim-Dienst,der,7.59
Morde,hat,7.59
hat,einmischen,7.59
:,Ärzte,7.59
Bersani,hat,7.59
hat,angenommen,7.59
hat,Mo,7.59
einmischen,hat,7.59
hat,Tennis-Spielerin,7.59
Ärzte,:,7.59
In,wird,7.59
gespielt,Weil,7.59
kein anderer,hat,7.59
er,könnte,7.59
Mexiko,hat,7.59
Weil,gespielt,7.59
hat,Rowling,7.59
könnte,er,7.59
hat,kein anderer,7.59
der,Geheim-Dienst,7.59
durch,sind,7.59
wird,In,7.59
hat,Morde,7.59
verhaftet,hat,7.59
Yan,hat,7.59
Das Spiel,mit,7.59
gefährlich,weil,7.59
gelesen,hat,7.59
hat,Bersani,7.59
Mo Yan,hat,7.59
hat,verhaftet,7.59
hat,Einfluss,7.59
Rowling,hat,7.59
sind,durch,7.59
Silbernen,hat,7.59
bisherige,hat,7.59
hat,Yan,7.59
hat,gelesen,7.59
Mo,hat,7.59
Darum,sie,7.59
weil,gefährlich,7.59
hat,Mexiko,7.59
Einfluss,hat,7.59
Tennis-Spielerin,hat,7.59
hat,Silbernen,7.59
mit,Das Spiel,7.59
hat,bisherige,7.59
sollen,Bauern,7.58
gekommen,dem,7.58
Jahren,war,7.58
enger,Die,7.58
gekommen,,,7.58
Ländern,sind,7.58
Schriftstellerin,Die,7.58
Die,enger,7.58
Bauern,sollen,7.58
sind,Ländern,7.58
,,gekommen,7.58
dem,gekommen,7.58
war,Jahren,7.58
Die,Schriftstellerin,7.58
einverstanden,wollen,7.57
wollen,einverstanden,7.57
in,Weil,7.57
Ländern,mit,7.57
Was,wollen,7.57
spielt,in,7.57
mit,Ländern,7.57
im,Lanz,7.57
Abend,im,7.57
Wahl,wichtige,7.57
dem,Angreifer,7.57
im,Abend,7.57
wollen,Was,7.57
dem,Mauer-Stück,7.57
wichtige,Wahl,7.57
Bangladesch,dem,7.57
Lanz,im,7.57
Markus Lanz,im,7.57
Weil,in,7.57
im,Markus Lanz,7.57
in,spielt,7.57
Mauer-Stück,dem,7.57
Angreifer,dem,7.57
dem,Bangladesch,7.57
erstmal,gesagt,7.56
gut,glauben,7.56
immer,wenn,7.56
Bayern,Auch,7.56
wenn,wir,7.56
Auch,Bayern,7.56
gesagt,erstmal,7.56
einem,Verein,7.56
Streit,über,7.56
Spiel,am,7.56
Verein,einem,7.56
wenn,immer,7.56
Deutschland,anderen,7.56
Wenn,wir,7.56
glauben,gut,7.56
Halb-Finale,gewonnen,7.56
wir,wenn,7.56
noch,Deutscher,7.56
am,Spiel,7.56
Preis,Auch,7.56
Auch,Preis,7.56
anderen,Deutschland,7.56
über,Streit,7.56
gewonnen,Halb-Finale,7.56
Deutscher,noch,7.56
wir,Wenn,7.56
Behörden,über,7.55
werden,an die,7.55
noch einmal,er,7.55
3,Männer,7.55
Stadt,London,7.55
darauf,an,7.55
über,gestritten,7.55
London,Stadt,7.55
Mannschaft,zwar,7.55
an,Seine,7.55
Winter-Spiele,an,7.55
zwar,Mannschaft,7.55
gestritten,über,7.55
protestieren,zu,7.55
FC,2,7.55
Damit,wollten,7.55
an,Winter-Spiele,7.55
an,darauf,7.55
sehr viel,er,7.55
Seine,an,7.55
wollten,Damit,7.55
2,FC,7.55
über,Behörden,7.55
zu,protestieren,7.55
er,sehr viel,7.55
Berlinale,wurde,7.55
wurde,Berlinale,7.55
Männer,3,7.55
an die,werden,7.55
er,noch einmal,7.55
”,Sportlerin,7.54
wichtig,dass,7.54
neue,Chef,7.54
Spieler,spielen,7.54
stärker,,,7.54
in,Haus,7.54
dass,wichtig,7.54
mitgespielt,”,7.54
vergeben,in,7.54
Steuern,dass,7.54
”,hier,7.54
Haus,in,7.54
,,stärker,7.54
spielen,Spieler,7.54
in,vergeben,7.54
Zuletzt,”,7.54
wählen,Beispiel,7.54
”,mitgespielt,7.54
Beispiel,wählen,7.54
kleine,ist,7.54
Aber,Politik,7.54
Atom-Bombe,,,7.54
Sportlerin,”,7.54
”,Zuletzt,7.54
,,Atom-Bombe,7.54
Überschwemmungen,Deutschland,7.54
hier,”,7.54
Chef,neue,7.54
Deutschland,Jugendlichen,7.54
dass,Steuern,7.54
Jugendlichen,Deutschland,7.54
Deutschland,Überschwemmungen,7.54
Politik,Aber,7.54
ist,kleine,7.54
Stadion,Deshalb,7.53
bestimmen,Sie,7.53
tun,haben,7.53
haben,tun,7.53
früheren,den,7.53
Sie,bestimmen,7.53
verhandelt,den,7.53
Deshalb,niemand,7.53
vorher,bei,7.53
den,Leuten,7.53
,,–,7.53
Reformen,den,7.53
Straße,Land,7.53
den,Vereinen,7.53
niemand,Deshalb,7.53
Deshalb,Stadion,7.53
den,verhandelt,7.53
muss,Hoeneß,7.53
Leuten,den,7.53
bei,vorher,7.53
den,Reformen,7.53
Land,Straße,7.53
wer,gesagt,7.53
Vereinen,den,7.53
–,,,7.53
Lehrer,,,7.53
den,früheren,7.53
,,Lehrer,7.53
Hoeneß,muss,7.53
gesagt,wer,7.53
und,:,7.53
:,und,7.53
noch,weiter,7.52
Diese,vom,7.52
beim,zum Beispiel,7.52
Jahr,Den,7.52
anderer,hat,7.52
die,Schüler,7.52
hat,anderer,7.52
Armee,die,7.52
Den,Jahr,7.52
vom,Diese,7.52
Sie,schnell,7.52
Mitarbeiter,um,7.52
schnell,Sie,7.52
weiter,noch,7.52
zum Beispiel,beim,7.52
die,Armee,7.52
um,Mitarbeiter,7.52
Schüler,die,7.52
Frau,Die,7.51
gegen,Am,7.51
Spiel,Bayern München,7.51
Das Spiel,aus,7.51
Manchester,bei,7.51
aus,Das Spiel,7.51
Am,gegen,7.51
dass,Hoeneß,7.51
können,sich,7.51
aus,Schalke,7.51
Bayern München,Spiel,7.51
bei,Manchester,7.51
von,Europäischen Union,7.51
andere,Manche,7.51
Europäischen Union,von,7.51
Hoeneß,dass,7.51
Macht,dass,7.51
Schalke,aus,7.51
sich,können,7.51
Manche,andere,7.51
dass,Macht,7.51
Die,Frau,7.51
dann,an die,7.5
an die,dann,7.5
Die Regierung,Syrien,7.5
Iran,will,7.5
arbeitet,anderen,7.5
die,Europäische,7.5
anderen,arbeitet,7.5
ist,fast,7.5
fast,ist,7.5
den,Bundestag,7.5
in der Stadt,Spiel,7.5
zu,Europäische Union,7.5
Europäische,die,7.5
Europäische Union,zu,7.5
Syrien,Die Regierung,7.5
2,fast,7.5
Bundestag,den,7.5
fast,2,7.5
Spiel,in der Stadt,7.5
will,Iran,7.5
USA,–,7.49
ist,berühmter,7.49
Insel,ist,7.49
ist,Insel,7.49
berühmter,ist,7.49
von,Merkel,7.49
–,USA,7.49
Merkel,von,7.49
Fest,dem,7.48
gegenseitig,nicht,7.48
sagt,keine,7.48
war,letzte,7.48
wollte,er,7.48
mehr,Strom,7.48
nicht,einmischen,7.48
Nobel-Preis,in,7.48
einen,er,7.48
Jungen,nicht,7.48
in,europäischen,7.48
Saudi-Arabien,nicht,7.48
europäischen,in,7.48
nicht,direkt,7.48
Nelson,war,7.48
aufgeschrieben,in,7.48
nicht,Vorwürfe,7.48
letzte,war,7.48
Minute,in,7.48
Nelson Mandela,war,7.48
in,Krise,7.48
in,steckt,7.48
Krise,in,7.48
er,wollte,7.48
war,Besonders,7.48
nicht,Jungen,7.48
Er,gesammelt,7.48
steckt,in,7.48
einmischen,in,7.48
in,Nobel-Preis,7.48
wiederholt,nicht,7.48
etwas,Die,7.48
in,aufgeschrieben,7.48
einmischen,nicht,7.48
gesungen,in,7.48
wie,Mann,7.48
Strom,mehr,7.48
Filmen,in,7.48
keine,sagt,7.48
nicht,Bersani,7.48
Bersani,nicht,7.48
gesammelt,Er,7.48
Mann,wie,7.48
in,Filmen,7.48
in,einmischen,7.48
nicht,extra,7.48
nicht,wiederholt,7.48
extra,nicht,7.48
Die,etwas,7.48
in,gesungen,7.48
er,einen,7.48
war,Nelson Mandela,7.48
nicht,Saudi-Arabien,7.48
Besonders,war,7.48
Vorwürfe,nicht,7.48
direkt,nicht,7.48
dem,Fest,7.48
in,Minute,7.48
nicht,gegenseitig,7.48
war,Nelson,7.48
selbst,kann,7.47
sie,manchmal,7.47
,,dagegen,7.47
dürfen,Tag,7.47
dagegen,,,7.47
Jetzt,vielleicht,7.47
Tag,dürfen,7.47
manchmal,sie,7.47
kann,selbst,7.47
vielleicht,Jetzt,7.47
Aber,bisher,7.47
bisher,Aber,7.47
Jahr,eröffnet,7.46
Gold,nach,7.46
nach,Gold,7.46
Jahr,verliehen,7.46
Christian Wulff,vor,7.46
vor,Christian Wulff,7.46
eröffnet,Jahr,7.46
verliehen,Jahr,7.46
aus Deutschland,zusammen,7.45
zusammen,aus Deutschland,7.45
Zukunft,jetzt,7.45
mit,Raketen,7.45
er hat,auch,7.45
viele,Züge,7.45
Raketen,mit,7.45
Welt-Meisterschaft,Bei,7.45
Regierung,Park,7.45
sprechen,auch,7.45
machen,nächsten,7.45
Park,Regierung,7.45
haben,USA,7.45
nächsten,machen,7.45
Züge,viele,7.45
welche,Mannschaft,7.45
auch,er hat,7.45
Bei,Welt-Meisterschaft,7.45
USA,haben,7.45
Mannschaft,welche,7.45
jetzt,Zukunft,7.45
auch,sprechen,7.45
so viel,für,7.44
Euro,Union,7.44
USA,Präsidenten,7.44
wollen,bleiben,7.44
Angst,Und,7.44
Union,Euro,7.44
für,so viel,7.44
meisten,Bei,7.44
ihn,USA,7.44
Und,Angst,7.44
nach dem,ist,7.44
wir,was,7.44
bleiben,wollen,7.44
Olympischen,statt,7.44
verändern,die,7.44
Merkel,Obama,7.44
zusammen arbeiten,nicht,7.44
sehen,,,7.44
hatte,0,7.44
Bei,meisten,7.44
dem,kommen,7.44
statt,Olympischen,7.44
ist,nach dem,7.44
Obama,Merkel,7.44
nicht,zusammen arbeiten,7.44
was,wir,7.44
Präsidenten,USA,7.44
,,sehen,7.44
USA,ihn,7.44
die,verändern,7.44
kommen,dem,7.44
0,hatte,7.44
nicht,Flugzeuge,7.44
Flugzeuge,nicht,7.44
dass,jemand,7.43
will,gehen,7.43
stört,dass,7.43
sitzen,Politiker,7.43
Koalition,gibt,7.43
der,arbeitet,7.43
dass,achten,7.43
hat nicht,dass,7.43
achten,dass,7.43
ganz,so,7.43
schuld,dass,7.43
und,Fernseh-Programme,7.43
eingeladen,Politiker,7.43
und,gestreikt,7.43
und,West-Deutschland,7.43
und,Yahoo,7.43
getreten,sind,7.43
und,Ski-Springen,7.43
und,heiraten,7.43
und,bilden,7.43
soll,sich,7.43
arbeitet,der,7.43
Lieder,und,7.43
dass,hat nicht,7.43
Fernseh-Programme,und,7.43
heiraten,und,7.43
kommen,viele,7.43
und,Lieder,7.43
dass,Schwarzer,7.43
viele,kommen,7.43
gibt,Koalition,7.43
Angestellten,dass,7.43
dass,schuld,7.43
dass,Angestellten,7.43
nicht,bestraft,7.43
Politiker,eingeladen,7.43
ihre,Putin,7.43
Leben,Film,7.43
Jahre lang,Präsident,7.43
Yahoo,und,7.43
Schwarzer,dass,7.43
Putin,ihre,7.43
dass,stört,7.43
spricht,dass,7.43
Flughafen,nicht,7.43
sich,soll,7.43
Präsident,Jahre lang,7.43
Ski-Springen,und,7.43
gehen,will,7.43
West-Deutschland,und,7.43
nicht,Flughafen,7.43
gestreikt,und,7.43
dass,spricht,7.43
sind,getreten,7.43
jemand,dass,7.43
bilden,und,7.43
bestraft,nicht,7.43
Politiker,sitzen,7.43
so,ganz,7.43
Film,Leben,7.43
Rennen,in dem,7.42
wechselt,Der,7.42
erst,CDU,7.42
Iran,,,7.42
Der,Welt-Fußballer,7.42
neue,In,7.42
CDU,erst,7.42
Der,Lothar,7.42
Ausland,zum,7.42
Der,Sigmar Gabriel,7.42
Welt-Fußballer,Der,7.42
Der,Fasten-Monat,7.42
wurde,DDR,7.42
,,Iran,7.42
Der,Literatur-Nobelpreis,7.42
Literatur-Nobelpreis,Der,7.42
wurde,verurteilt,7.42
DDR,wurde,7.42
Der,Sigmar,7.42
Der,wechselt,7.42
länger,kann,7.42
Sigmar,Der,7.42
zum,Ausland,7.42
Lothar,Der,7.42
kann,länger,7.42
dauern,Jahre,7.42
Sigmar Gabriel,Der,7.42
in dem,Rennen,7.42
dem,Buch,7.42
Fasten-Monat,Der,7.42
Jahre,dauern,7.42
verurteilt,wurde,7.42
Buch,dem,7.42
In,neue,7.42
von,Ukraine,7.41
Parteien,welche,7.41
Es,solche,7.41
seit,einer,7.41
Die Polizei,,,7.41
arbeiten,dann,7.41
mit,Grünen,7.41
solche,Es,7.41
,,Die Polizei,7.41
Sie,will,7.41
hat,Ein,7.41
will,Sie,7.41
einer,seit,7.41
Bilder,Die,7.41
Flüchtlinge,einem,7.41
Ukraine,von,7.41
welche,Parteien,7.41
Grünen,mit,7.41
einem,Flüchtlinge,7.41
zu sein,er,7.41
Feuer,Es,7.41
er,zu sein,7.41
dann,arbeiten,7.41
Es,Feuer,7.41
Die,Bilder,7.41
Ein,hat,7.41
CSU,Bayern,7.4
Er,gespielt,7.4
Länder,sich,7.4
kommen,gute,7.4
ihre,zum Beispiel,7.4
Dabei,auch,7.4
frei,kommen,7.4
sich,Länder,7.4
besser,Sie,7.4
Der,am,7.4
versuchen,soll,7.4
Vettel,noch,7.4
gute,kommen,7.4
zum Beispiel,ihre,7.4
am,Der,7.4
Geld,erzählt,7.4
Bayern,CSU,7.4
erzählt,Geld,7.4
Sie,besser,7.4
kommen,frei,7.4
auch,Dabei,7.4
soll,versuchen,7.4
auf,treten,7.4
gespielt,Er,7.4
noch,Vettel,7.4
treten,auf,7.4
er,Minister-Präsident,7.39
Unfall,gab,7.39
gegen,Frankreich,7.39
gab,Unfall,7.39
März,1.,7.39
Welt-Meister,Er,7.39
Frankreich,gegen,7.39
Spiele,dabei,7.39
Er,Welt-Meister,7.39
spielte,“,7.39
dabei,Spiele,7.39
ob,kann,7.39
“,spielte,7.39
1.,März,7.39
SPD,wollte,7.39
fanden,das,7.39
wollte,SPD,7.39
kann,ob,7.39
das,fanden,7.39
Minister-Präsident,er,7.39
Richter,an,7.38
für,Gesetz,7.38
Gesetz,für,7.38
Prozent,mehr,7.38
mehr,könnten,7.38
gar,sie,7.38
mehr,Milliarden,7.38
wurden,viele,7.38
mehr,Prozent,7.38
könnten,mehr,7.38
Stadt,eröffnet,7.38
Milliarden,mehr,7.38
statt,der,7.38
sie,gar,7.38
an,Richter,7.38
viele,wurden,7.38
der,statt,7.38
eröffnet,Stadt,7.38
in,läuft,7.37
Kaiserslautern,in,7.37
in,Venezuela,7.37
auch,schon,7.37
schon,auch,7.37
in,Kaiserslautern,7.37
Auch,einige,7.37
zum Beispiel,Lied,7.37
in,Niedersachsen,7.37
gesagt,Jetzt,7.37
einige,Auch,7.37
Lied,zum Beispiel,7.37
läuft,in,7.37
Niedersachsen,in,7.37
Jetzt,gesagt,7.37
Venezuela,in,7.37
kleinen,In,7.36
In,Hamburg,7.36
mehr,Jahren,7.36
zu,groß,7.36
Hoffenheim,zu,7.36
bekommen,manche,7.36
In,kleinen,7.36
groß,zu,7.36
wo,können,7.36
zu,Hoffenheim,7.36
an den,sollen,7.36
Jahren,mehr,7.36
manche,bekommen,7.36
Hamburg,In,7.36
können,wo,7.36
In,sitzen,7.36
sollen,an den,7.36
sitzen,In,7.36
,,kümmern,7.35
ein,Schluss,7.35
war,Chavez,7.35
der,vergeben,7.35
Olympischen Spiele,der,7.35
gute,sehr,7.35
100.000,eine,7.35
begangen,eine,7.35
ein,Recht,7.35
Am,die,7.35
NPD,,,7.35
Im,National-Mannschaft,7.35
Bangladesch,eine,7.35
Europa,In,7.35
Trauer-Feier,eine,7.35
Punkte,,,7.35
erzählt,von,7.35
,,Punkte,7.35
nur,ungefähr,7.35
Chavez,war,7.35
ungefähr,nur,7.35
Geheim-Dienst,Chef,7.35
von,erzählt,7.35
Schriftstellerin,eine,7.35
,,sicher,7.35
Schluss,ein,7.35
Abend,war,7.35
gilt,:,7.35
Recht,ein,7.35
sehr,gute,7.35
vergeben,der,7.35
eine,Trauer-Feier,7.35
Probleme,der,7.35
sicher,,,7.35
Bisky,war,7.35
eine,Bangladesch,7.35
war,Bisky,7.35
kurz,war,7.35
war,Jupp,7.35
war,kurz,7.35
nicht mehr,soll,7.35
Länder,anderen,7.35
war,Jupp Heynckes,7.35
die,Am,7.35
soll,nicht mehr,7.35
Reise,sehr,7.35
,,NPD,7.35
2006,eine,7.35
Jupp,war,7.35
gibt es,zwischen,7.35
eine,100.000,7.35
Jupp Heynckes,war,7.35
In,Europa,7.35
der,Probleme,7.35
:,gilt,7.35
kümmern,,,7.35
National-Mannschaft,Im,7.35
eine,begangen,7.35
Chef,Geheim-Dienst,7.35
eine,Schriftstellerin,7.35
zwischen,gibt es,7.35
sehr,Reise,7.35
anderen,Länder,7.35
eine,2006,7.35
war,Abend,7.35
der,Olympischen Spiele,7.35
Bundes-Liga,so,7.34
hat,Hoeneß,7.34
Jahre alt,5,7.34
benutzen,so,7.34
Mal,ist,7.34
später,sagte,7.34
spielt,Er,7.34
Champions,deutsche,7.34
Regierung,zur,7.34
viele,hatten,7.34
Strom,aus,7.34
SPD,Regierung,7.34
an der,waren,7.34
Finale,in der Stadt,7.34
so,benutzen,7.34
so,Bundes-Liga,7.34
ist,Mal,7.34
zur,Regierung,7.34
Hoeneß,hat,7.34
waren,an der,7.34
aus,Strom,7.34
Regierung,SPD,7.34
Er,spielt,7.34
Einige,nicht,7.34
deutsche,Champions,7.34
hatten,viele,7.34
für,seinen,7.34
in,regiert,7.34
seinen,für,7.34
5,Jahre alt,7.34
ADAC,hat,7.34
nicht,Einige,7.34
regiert,in,7.34
hat,ADAC,7.34
sagte,später,7.34
in der Stadt,Finale,7.34
zu,Mitarbeiter,7.33
Dieter,viele,7.33
und,gefeiert,7.33
gefeiert,und,7.33
viele,Dieter,7.33
Menschen,müssen,7.33
viele,arbeitslos,7.33
müssen,Menschen,7.33
arbeitslos,viele,7.33
Zu,und,7.33
Mitarbeiter,zu,7.33
die,wichtig,7.33
und,Zu,7.33
wichtig,die,7.33
Land,Die Stadt,7.32
für,Das,7.32
aber,gewinnen,7.32
er,sagt,7.32
weniger,will,7.32
gewinnen,aber,7.32
dem,Ukraine,7.32
sagt,er,7.32
Ukraine,dem,7.32
für,ist,7.32
Die Stadt,Land,7.32
Das,für,7.32
viele,Weil,7.32
will,weniger,7.32
Kind,muss,7.32
ist,für,7.32
Weil,viele,7.32
muss,Kind,7.32
die,gespielt,7.31
er,Rede,7.31
gespielt,er,7.31
zwei,sind,7.31
April,Stadt,7.31
gespielt,die,7.31
Rede,er,7.31
Stadt,April,7.31
Fernseh-Sender,”,7.31
er,gespielt,7.31
Viertel-Finale,gewonnen,7.31
sehr,deutschen,7.31
deutschen,sehr,7.31
wollen,bald,7.31
sind,zwei,7.31
”,Fernseh-Sender,7.31
bald,wollen,7.31
gewonnen,Viertel-Finale,7.31
spielt,Mannschaft,7.3
Arent,ist,7.3
ist,Wald-Brand,7.3
über,Bei,7.3
abgeben,einen,7.3
Grand,ist,7.3
ist,Katholischen,7.3
Mannschaft,spielt,7.3
ist,Grand,7.3
Beleidigung,ist,7.3
einen,Limburg,7.3
ist,Boot,7.3
Ägypten,wurde,7.3
ist,sehr schlecht,7.3
nächsten,darf,7.3
wurde,Ägypten,7.3
Meer,im,7.3
Trittin,ist,7.3
Weltmeister,ist,7.3
Konferenz,einer,7.3
Artikel,einen,7.3
ist,Beleidigung,7.3
ist,geistig,7.3
ist,Handball-Meister,7.3
ist,Thüringen,7.3
ist,untergegangen,7.3
Wald-Brand,ist,7.3
Straße,sind,7.3
ist,erfolgreichste,7.3
darf,nächsten,7.3
Thüringen,ist,7.3
erfolgreichste,ist,7.3
einer,Konferenz,7.3
nächsten,4,7.3
4,nächsten,7.3
untergegangen,ist,7.3
ist,Weltmeister,7.3
ist,Arent,7.3
Depardieu,ist,7.3
ist,Kopie,7.3
Katholischen,ist,7.3
Handball-Meister,ist,7.3
Arafat,ist,7.3
einen,Zeitschrift,7.3
Süd-Pol,ist,7.3
ist,Rheinland-Pfalz,7.3
sehr schlecht,ist,7.3
Boot,ist,7.3
sind,Straße,7.3
einen,Artikel,7.3
Kopie,ist,7.3
einen,abgeben,7.3
sehr viele,sind,7.3
ist,Arafat,7.3
Zeitschrift,einen,7.3
geistig,ist,7.3
ist,Trittin,7.3
im,Meer,7.3
Limburg,einen,7.3
Fenster,ist,7.3
Rheinland-Pfalz,ist,7.3
ist,Süd-Pol,7.3
ist,Fenster,7.3
ist,Depardieu,7.3
Bei,über,7.3
sind,sehr viele,7.3
will,Europäische Union,7.29
erzählt,dem,7.29
Kroatien,Land,7.29
darüber,dass,7.29
Land,Kroatien,7.29
dem,erzählt,7.29
Bayern,Präsident,7.29
Dort,musste,7.29
Asyl,Land,7.29
:,Linke,7.29
will,auch nicht,7.29
erst,müssen,7.29
müssen,erst,7.29
Russland,Februar,7.29
dass,darüber,7.29
Präsident,Bayern,7.29
auch nicht,will,7.29
Haupt-Stadt,dem,7.29
Europäische Union,will,7.29
dem,Haupt-Stadt,7.29
Februar,Russland,7.29
Land,Asyl,7.29
Linke,:,7.29
musste,Dort,7.29
er ist,der,7.28
der,0.,7.28
zahlen,auch,7.28
viele,verschiedene,7.28
auch,zahlen,7.28
der,Freitag,7.28
Europa-Meisterschaft,der,7.28
0.,der,7.28
gehört,Firma,7.28
der,Gegend,7.28
überall,der,7.28
Viertel-Finale,Bayern,7.28
Firma,gehört,7.28
sollen,Außerdem,7.28
nicht mehr,möchte,7.28
möchte,nicht mehr,7.28
Freitag,der,7.28
Einer,der,7.28
der,Europa-Meisterschaft,7.28
der,er ist,7.28
der,überall,7.28
Außerdem,sollen,7.28
verschiedene,viele,7.28
es,allem,7.28
Gegend,der,7.28
Bayern,Viertel-Finale,7.28
der,Einer,7.28
allem,es,7.28
mehr,dafür,7.27
gesagt,Letta,7.27
hat,erreicht,7.27
hat,Schalke 04,7.27
müssen,machen,7.27
Norwegen,hat,7.27
Letta,gesagt,7.27
hat,Alice,7.27
Schalke 04,hat,7.27
Wimbledon,hat,7.27
.,Jahren,7.27
